PRODUTO;Coleção;Preço;Corredor;Prateleira;QTDE_CONTAGEM;U;33;34;35;36;37;38;39;40;DESC_PRODUTO;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;DESC_COR_PRODUTO
41623;;;;;5;0;0;0;0;1;0;3;1;0;RASTEIRA TRASEIRO METALIZADO MK6259 FIOR;CALCADOS                 ;RASTEIRA TRASEIRO        ;CHAMPAGNE                               
41623;;;;;10;0;0;2;1;0;1;3;2;1;RASTEIRA TRASEIRO METALIZADO MK6259 FIOR;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRATEADO                                
41624;;;;;4;0;0;1;1;1;0;0;0;1;RASTEIRA CHINELO NAPA DESTROYED MK6260 F;CALCADOS                 ;RASTEIRA CHINELO         ;CAMEL                                   
41625;;;;;2;0;0;0;2;0;0;0;0;0;RASTEIRA CHINELO METALIZADO MK6260 FIORE;CALCADOS                 ;RASTEIRA CHINELO         ;BRONZE                                  
41626;;;;;2;0;0;0;0;1;0;0;0;1;RASTEIRA CHINELO NAPA MK6260 FIORELLA   ;CALCADOS                 ;RASTEIRA CHINELO         ;MILK                                    
41629;;;;;8;0;0;1;2;1;2;1;1;0;PLATAFORMA STELLA METALIZADO MK6265 JS M;CALCADOS                 ;PLATAFORMA               ;CHAMPAGNE                               
41629;;;;;2;0;0;0;0;0;0;0;2;0;PLATAFORMA STELLA METALIZADO MK6265 JS M;CALCADOS                 ;PLATAFORMA               ;PRATEADO                                
41636;;;;;1;0;0;0;0;1;0;0;0;0;PAPETE EMBORRACHADO STRASS 1001 STREET S;CALCADOS                 ;PAPETE                   ;COTTON CRISTAL                          
41638;;;;;1;1;0;0;0;0;0;0;0;0;ACESSORIOS OUTROS TRESSE NAPA NE2434 YEG;ACESSORIOS               ;ACESSORIOS OUTROS        ;FENDI                                   
41639;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA NAPA TEXTURIZADA NAPA CA2416 YE;ACESSORIOS               ;CARTEIRA                 ;MILK PRETO                              
41640;;;;;1;1;0;0;0;0;0;0;0;0;PORTA CARTAO NAPA TEXTURIZADA NAPA PN243;ACESSORIOS               ;PORTA CARTAO             ;MILK PRETO                              
41643;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA SINT M NAPA NEW MESTICO SDP428 SEM;BOLSAS                   ;BOLSA SINT M             ;PRETA                                   
41643;;;;;3;3;0;0;0;0;0;0;0;0;BOLSA SINT M NAPA NEW MESTICO SDP428 SEM;BOLSAS                   ;BOLSA SINT M             ;MILK                                    
41649;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA SINT M FLOATER NAPA SDP490 SEMAX  ;BOLSAS                   ;BOLSA SINT M             ;COTTON                                  
41649;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA SINT M FLOATER NAPA SDP490 SEMAX  ;BOLSAS                   ;BOLSA SINT M             ;EXPRESSO                                
41650;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT M FLOATER NAPA SDP491 SEMAX  ;BOLSAS                   ;BOLSA SINT M             ;COTTON                                  
41659;;;;;1;0;0;0;0;0;1;0;0;0;SANDALIA BAIXA NOBUCK 2202602 VIA FASHIO;CALCADOS                 ;SANDALIA BAIXA           ;BISCUIT                                 
41660;;;;;3;0;0;0;1;0;0;1;1;0;RASTEIRA CHINELO NAPA INTENSE 8109 CRYST;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41660;;;;;2;0;0;0;0;0;0;2;0;0;RASTEIRA CHINELO NAPA INTENSE 8109 CRYST;CALCADOS                 ;RASTEIRA CHINELO         ;VERDE MILITAR                           
41660;;;;;1;0;0;0;1;0;0;0;0;0;RASTEIRA CHINELO NAPA INTENSE 8109 CRYST;CALCADOS                 ;RASTEIRA CHINELO         ;EXPRESSO                                
41661;;;;;1;0;0;0;0;0;0;1;0;0;RASTEIRA CHINELO CROCO 8110 CRYSTALIS   ;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41661;;;;;1;0;0;0;0;0;1;0;0;0;RASTEIRA CHINELO CROCO 8110 CRYSTALIS   ;CALCADOS                 ;RASTEIRA CHINELO         ;AMEIXA                                  
41664;;;;;5;0;0;1;4;0;0;0;0;0;RASTEIRA CHINELO NAPA INTENSE 8105 CRYST;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41664;;;;;10;0;0;1;1;2;4;1;1;0;RASTEIRA CHINELO NAPA INTENSE 8105 CRYST;CALCADOS                 ;RASTEIRA CHINELO         ;AMEIXA                                  
41664;;;;;3;0;0;0;1;0;2;0;0;0;RASTEIRA CHINELO NAPA INTENSE 8105 CRYST;CALCADOS                 ;RASTEIRA CHINELO         ;CASCA                                   
41673;;;;;1;0;0;0;0;1;0;0;0;0;SANDALIA MEDIA NAPA INTENSE 4766923 DAND;CALCADOS                 ;SANDALIA MEDIA           ;VERMELHO                                
41680;;;;;1;0;0;0;0;0;1;0;0;0;RASTEIRA TRASEIRO NAPA 7992024 PARABELLA;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
41680;;;;;2;1;0;0;0;0;0;0;1;0;RASTEIRA TRASEIRO NAPA 7992024 PARABELLA;CALCADOS                 ;RASTEIRA TRASEIRO        ;EXPRESSO                                
41681;;;;;3;0;0;0;0;3;0;0;0;0;RASTEIRA TRASEIRO NAPA ANIMALIER 7992024;CALCADOS                 ;RASTEIRA TRASEIRO        ;EXPRESSO AMENDOA                        
41682;;;;;1;0;0;0;0;0;1;0;0;0;RASTEIRA TRASEIRO COURO PELO 7992007 PAR;CALCADOS                 ;RASTEIRA TRASEIRO        ;BISCUIT                                 
41683;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA TRASEIRO NAPA RUSTICA 7992007 P;CALCADOS                 ;RASTEIRA TRASEIRO        ;EXPRESSO                                
41684;;;;;2;0;0;0;1;0;0;0;1;0;RASTEIRA CHINELO METALIZADO 8702008 PARA;CALCADOS                 ;RASTEIRA CHINELO         ;PEWTER                                  
41685;;;;;2;0;0;0;1;0;0;1;0;0;RASTEIRA CHINELO NAPA INTENSE 8702008 PA;CALCADOS                 ;RASTEIRA CHINELO         ;CAMEL                                   
41686;;;;;1;1;0;0;0;0;0;0;0;0;CHINELO PVC STRASS CH3051 RHP           ;CALCADOS                 ;CHINELO                  ;PRETA                                   
41687;;;;;3;2;0;1;0;0;0;0;0;0;CHINELO PVC STRASS CH3052 RHP           ;CALCADOS                 ;CHINELO                  ;NUDE ROSE                               
41693;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLOATER M437 LORENA ;BOLSAS                   ;BOLSA COURO M            ;PRETA                                   
41694;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA COURO P COURO FLOATER M434 LORENA ;BOLSAS                   ;BOLSA COURO P            ;PRETA                                   
41694;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO P COURO FLOATER M434 LORENA ;BOLSAS                   ;BOLSA COURO P            ;TERRACOTA                               
41694;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO P COURO FLOATER M434 LORENA ;BOLSAS                   ;BOLSA COURO P            ;COTTON                                  
41697;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO M COURO BULGARI M438 LORENA ;BOLSAS                   ;BOLSA COURO M            ;PRETA                                   
41707;;;;;1;0;0;0;0;1;0;0;0;0;RASTEIRA TRASEIRO NAPA 7992020 PARABELLA;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
41707;;;;;1;0;0;0;0;0;1;0;0;0;RASTEIRA TRASEIRO NAPA 7992020 PARABELLA;CALCADOS                 ;RASTEIRA TRASEIRO        ;FENDI                                   
41707;;;;;1;0;0;0;0;0;1;0;0;0;RASTEIRA TRASEIRO NAPA 7992020 PARABELLA;CALCADOS                 ;RASTEIRA TRASEIRO        ;EXPRESSO                                
41709;;;;;3;0;0;0;2;0;0;1;0;0;PAPETE CROCO 6052679 DAMMA              ;CALCADOS                 ;PAPETE                   ;AMEIXA                                  
41728;;;;;1;0;0;0;0;1;0;0;0;0;TENIS DANI CAMURCA FLOATER NAPA MK6326 C;CALCADOS                 ;TENIS                    ;GELO COTTON                             
41732;;;;;10;0;0;1;4;0;3;1;0;1;RASTEIRA TRASEIRO NAPA DESTROYED MK5661 ;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
41732;;;;;2;0;0;0;1;0;1;0;0;0;RASTEIRA TRASEIRO NAPA DESTROYED MK5661 ;CALCADOS                 ;RASTEIRA TRASEIRO        ;CAMEL                                   
41740;;;;;1;0;0;0;0;0;1;0;0;0;SCARPIN COURO 896623164 LOLA CRUZ       ;CALCADOS                 ;SCARPIN                  ;PRETA                                   
41778;;;;;12;0;0;0;2;4;2;2;1;1;SANDALIA MEDIA NAPA 761002 DOLCCINI     ;CALCADOS                 ;SANDALIA MEDIA           ;BISTRO CRISTAL                          
41789;;;;;2;0;0;1;1;0;0;0;0;0;RASTEIRA TRASEIRO NAPA INTENSE MK6175 D ;CALCADOS                 ;RASTEIRA TRASEIRO        ;AMEIXA                                  
41797;;;;;14;0;0;1;2;4;4;2;1;0;SCARPIN NAPA INTENSE 3818533 BEBECE     ;CALCADOS                 ;SCARPIN                  ;PRETA                                   
41797;;;;;12;0;0;1;2;3;4;1;0;1;SCARPIN NAPA INTENSE 3818533 BEBECE     ;CALCADOS                 ;SCARPIN                  ;CAMEL                                   
41797;;;;;17;0;0;2;2;4;4;2;2;1;SCARPIN NAPA INTENSE 3818533 BEBECE     ;CALCADOS                 ;SCARPIN                  ;EXPRESSO                                
41803;;;;;2;0;0;1;0;0;0;0;1;0;MULE VERNIZ 3814293 BEBECE              ;CALCADOS                 ;MULE                     ;PRETA                                   
41803;;;;;3;0;0;0;2;0;0;1;0;0;MULE VERNIZ 3814293 BEBECE              ;CALCADOS                 ;MULE                     ;AMEIXA                                  
41817;;;;;6;0;0;1;1;3;0;0;0;1;SANDALIA MEDIA COURO ATANADO 1411032 W D;CALCADOS                 ;SANDALIA MEDIA           ;PRETA                                   
41817;;;;;1;0;0;0;0;1;0;0;0;0;SANDALIA MEDIA COURO ATANADO 1411032 W D;CALCADOS                 ;SANDALIA MEDIA           ;CAMEL                                   
41827;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT M NAPA TRESSE FLOATER SDP497 ;BOLSAS                   ;BOLSA SINT M             ;FENDI                                   
41832;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT M NAPA TEXTURIZADA SDP502 SEM;BOLSAS                   ;BOLSA SINT M             ;PRETA                                   
41838;;;;;3;3;0;0;0;0;0;0;0;0;BOLSA SINT M NAPA TEXTURIZADA NAPA SDP50;BOLSAS                   ;BOLSA SINT M             ;MILK EXPRESSO                           
41853;;;;;1;0;0;0;0;0;0;0;1;0;BOTA CURTA LIANA NAPA RUSTICA SP2401 RHP;CALCADOS                 ;BOTA CURTA               ;PRETA                                   
41858;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT M NAPA SOFT SDP510 SEMAX     ;BOLSAS                   ;BOLSA SINT M             ;CASCA                                   
41860;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA SINT P NAPA SOFT SDP513 SEMAX     ;BOLSAS                   ;BOLSA SINT P             ;CASCA                                   
41860;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT P NAPA SOFT SDP513 SEMAX     ;BOLSAS                   ;BOLSA SINT P             ;COTTON                                  
41860;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT P NAPA SOFT SDP513 SEMAX     ;BOLSAS                   ;BOLSA SINT P             ;CINZA DESERTO                           
41861;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT M MAMUTE TRESSE SDP514 SEMAX ;BOLSAS                   ;BOLSA SINT M             ;PRETA                                   
41861;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA SINT M MAMUTE TRESSE SDP514 SEMAX ;BOLSAS                   ;BOLSA SINT M             ;MILK                                    
41863;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT G FLOATER NAPA SDP515 SEMAX  ;BOLSAS                   ;BOLSA SINT G             ;PRETA                                   
41872;;;;;4;0;0;1;0;0;3;0;0;0;PAPETE NAPA 6702897 DAMA                ;CALCADOS                 ;PAPETE                   ;PRETA                                   
41872;;;;;1;0;0;1;0;0;0;0;0;0;PAPETE NAPA 6702897 DAMA                ;CALCADOS                 ;PAPETE                   ;SELA                                    
41873;;;;;2;0;0;2;0;0;0;0;0;0;PAPETE METALIZADO 6702897 DAMA          ;CALCADOS                 ;PAPETE                   ;BRONZE                                  
41876;;;;;1;0;0;0;0;0;1;0;0;0;SANDALIA MEDIA NAPA DESTROYED NAPA 45328;CALCADOS                 ;SANDALIA MEDIA           ;PRETO EXPRESSO                          
41890;;;;;7;0;0;1;2;2;1;0;0;1;TENIS CAMURCA TELA FLOATER 50161 THEORIA;CALCADOS                 ;TENIS                    ;PRETO OFF WHITE                         
41890;;;;;1;0;0;0;0;0;0;0;0;1;TENIS CAMURCA TELA FLOATER 50161 THEORIA;CALCADOS                 ;TENIS                    ;CAMEL OFF WHITE                         
41894;;;;;5;0;0;0;3;0;1;1;0;0;MOCASSIM LUCE NAPA SP2514 RHP           ;CALCADOS                 ;MOCASSIM                 ;PRETA                                   
41894;;;;;4;0;0;0;3;0;1;0;0;0;MOCASSIM LUCE NAPA SP2514 RHP           ;CALCADOS                 ;MOCASSIM                 ;SELA                                    
41894;;;;;5;0;0;1;2;0;1;0;1;0;MOCASSIM LUCE NAPA SP2514 RHP           ;CALCADOS                 ;MOCASSIM                 ;AMEIXA                                  
41894;;;;;1;0;0;1;0;0;0;0;0;0;MOCASSIM LUCE NAPA SP2514 RHP           ;CALCADOS                 ;MOCASSIM                 ;VERDE MILITAR                           
41895;;;;;1;0;0;0;1;0;0;0;0;0;TENIS FLOATER NAPA SPI99 BOX 200        ;CALCADOS                 ;TENIS                    ;BRANCO PRETO                            
41896;;;;;1;0;0;1;0;0;0;0;0;0;TENIS ELEN FLOATER NAPA SPI83 BOX 200   ;CALCADOS                 ;TENIS                    ;BRANCO PRETO                            
41908;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA TRASEIRO NOBUCK 8117 CRYSTALIS ;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
41909;;;;;4;0;0;0;1;1;0;2;0;0;RASTEIRA TRASEIRO METALIZADO 8117 CRYSTA;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRATEADO                                
41912;;;;;1;0;0;1;0;0;0;0;0;0;SCARPIN AURORA VERNIZ 3838544 BEBECE    ;CALCADOS                 ;SCARPIN                  ;PRETA                                   
41912;;;;;1;0;0;0;0;1;0;0;0;0;SCARPIN AURORA VERNIZ 3838544 BEBECE    ;CALCADOS                 ;SCARPIN                  ;AMEIXA                                  
41913;;;;;4;0;0;1;0;0;1;2;0;0;SANDALIA ANE BAIXA NAPA 5228442 BEBECE  ;CALCADOS                 ;SANDALIA BAIXA           ;MILK                                    
41916;;;;;1;0;0;0;0;1;0;0;0;0;ANABELA NAPA RUSTICA 4893656 BEBECE     ;CALCADOS                 ;ANABELA                  ;PRETA                                   
41916;;;;;2;0;0;0;0;1;1;0;0;0;ANABELA NAPA RUSTICA 4893656 BEBECE     ;CALCADOS                 ;ANABELA                  ;SELA                                    
41917;;;;;2;0;0;0;1;0;0;0;0;1;SANDALIA BAIXA NAPA RUSTICA 5287470 BEBE;CALCADOS                 ;SANDALIA BAIXA           ;PRETA                                   
41917;;;;;1;0;0;0;0;0;0;0;0;1;SANDALIA BAIXA NAPA RUSTICA 5287470 BEBE;CALCADOS                 ;SANDALIA BAIXA           ;SELA                                    
41922;;;;;1;0;0;0;1;0;0;0;0;0;RASTEIRA TRASEIRO NAPA RR2494 QUASA     ;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
41922;;;;;1;0;0;1;0;0;0;0;0;0;RASTEIRA TRASEIRO NAPA RR2494 QUASA     ;CALCADOS                 ;RASTEIRA TRASEIRO        ;EXPRESSO                                
41941;;;;;6;0;0;0;0;2;2;0;2;0;RASTEIRA TRASEIRO NAPA RUSTICA 7992110 P;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
41941;;;;;2;0;0;0;0;0;0;0;1;1;RASTEIRA TRASEIRO NAPA RUSTICA 7992110 P;CALCADOS                 ;RASTEIRA TRASEIRO        ;SELA                                    
41942;;;;;5;0;0;0;2;2;0;0;0;1;RASTEIRA TRASEIRO NAPA RUSTICA 79992102 ;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
41942;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA TRASEIRO NAPA RUSTICA 79992102 ;CALCADOS                 ;RASTEIRA TRASEIRO        ;SELA                                    
41947;;;;;1;0;0;0;0;0;0;0;1;0;SANDALIA MEDIA COURO ATANADO 1411039 W D;CALCADOS                 ;SANDALIA MEDIA           ;PRETA                                   
41947;;;;;2;0;0;0;0;0;0;1;0;1;SANDALIA MEDIA COURO ATANADO 1411039 W D;CALCADOS                 ;SANDALIA MEDIA           ;SELA                                    
41948;;;;;1;0;0;0;0;0;1;0;0;0;PLATAFORMA FERNANDA COURO ATANADO 151900;CALCADOS                 ;PLATAFORMA               ;PRETA                                   
41952;;;;;6;0;0;1;1;0;1;2;0;1;RASTEIRA CHINELO NAPA RUSTICA NARA718 NA;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41952;;;;;1;0;0;1;0;0;0;0;0;0;RASTEIRA CHINELO NAPA RUSTICA NARA718 NA;CALCADOS                 ;RASTEIRA CHINELO         ;SELA                                    
41954;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA CAROLINA CAMURCA NARA693 NARA M;CALCADOS                 ;RASTEIRA CHINELO         ;CAMEL                                   
41954;;;;;1;0;0;0;1;0;0;0;0;0;RASTEIRA CAROLINA CAMURCA NARA693 NARA M;CALCADOS                 ;RASTEIRA CHINELO         ;AMEIXA                                  
41955;;;;;5;0;0;1;2;2;0;0;0;0;RASTEIRA CHINELO VERNIZ MOLHADO PE1691S ;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41955;;;;;1;0;0;0;1;0;0;0;0;0;RASTEIRA CHINELO VERNIZ MOLHADO PE1691S ;CALCADOS                 ;RASTEIRA CHINELO         ;CAMEL                                   
41957;;;;;1;0;0;1;0;0;0;0;0;0;RASTEIRA TRASEIRO NAPA PE2363S EMP      ;CALCADOS                 ;RASTEIRA TRASEIRO        ;SELA                                    
41957;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA TRASEIRO NAPA PE2363S EMP      ;CALCADOS                 ;RASTEIRA TRASEIRO        ;VERDE MILITAR                           
41958;;;;;1;0;0;0;0;0;0;0;1;0;RASTEIRA MARIA NAPA PE1691S EMP         ;CALCADOS                 ;RASTEIRA CHINELO         ;AMEIXA                                  
41959;;;;;8;0;0;1;3;0;0;3;0;1;PAPETE NAPA ZX2350S EMP                 ;CALCADOS                 ;PAPETE                   ;PRETA                                   
41960;;;;;3;0;0;0;1;0;0;2;0;0;PAPETE CAMURCA STRASS KX2336S EMP       ;CALCADOS                 ;PAPETE                   ;CAMEL DOURADO                           
41960;;;;;2;0;0;0;0;2;0;0;0;0;PAPETE CAMURCA STRASS KX2336S EMP       ;CALCADOS                 ;PAPETE                   ;PRETO ONIX                              
41961;;;;;3;0;0;0;0;2;0;0;1;0;RASTEIRA CHINELO CAMURCA STRASS PE2339S ;CALCADOS                 ;RASTEIRA CHINELO         ;PRETO ONIX                              
41967;;;;;1;0;0;0;1;0;0;0;0;0;CINTO COURO SDP00013 LORENA             ;ACESSORIOS               ;CINTO                    ;PRETA                                   
41972;;;;;16;0;0;1;3;3;4;2;2;1;TENIS NAPA CAMURCA MK6505 SAME          ;CALCADOS                 ;TENIS                    ;BRANCO GELO                             
41972;;;;;14;0;0;1;2;2;4;2;2;1;TENIS NAPA CAMURCA MK6505 SAME          ;CALCADOS                 ;TENIS                    ;MILK EXPRESSO                           
41973;;;;;10;0;0;1;2;0;4;2;1;0;PAPETE NAPA RUSTICA MK5481 D MATHES     ;CALCADOS                 ;PAPETE                   ;PRETA                                   
41973;;;;;3;0;0;2;1;0;0;0;0;0;PAPETE NAPA RUSTICA MK5481 D MATHES     ;CALCADOS                 ;PAPETE                   ;SELA                                    
41985;;;;;1;0;0;0;0;0;0;0;0;1;MOCASSIM VERNIZ MOLHADO MK6483 D MATTHES;CALCADOS                 ;MOCASSIM                 ;PRETA                                   
41985;;;;;5;0;0;1;2;1;0;0;0;1;MOCASSIM VERNIZ MOLHADO MK6483 D MATTHES;CALCADOS                 ;MOCASSIM                 ;CINZA DESERTO                           
41989;;;;;9;0;0;1;1;2;2;0;3;0;SAPATILHA NAPA MADRID MK6457 FIORELLA   ;CALCADOS                 ;SAPATILHA                ;PRETA                                   
41989;;;;;5;0;0;1;2;0;0;0;2;0;SAPATILHA NAPA MADRID MK6457 FIORELLA   ;CALCADOS                 ;SAPATILHA                ;SELA                                    
41989;;;;;3;0;0;0;0;1;1;0;1;0;SAPATILHA NAPA MADRID MK6457 FIORELLA   ;CALCADOS                 ;SAPATILHA                ;AMEIXA                                  
41993;;;;;1;0;0;1;0;0;0;0;0;0;MULE VERNIZ MOLHADO MK6502 JS MULLER    ;CALCADOS                 ;MULE                     ;PRETA                                   
41993;;;;;4;0;0;1;0;2;0;1;0;0;MULE VERNIZ MOLHADO MK6502 JS MULLER    ;CALCADOS                 ;MULE                     ;CAMEL                                   
41993;;;;;8;0;0;1;3;3;1;0;0;0;MULE VERNIZ MOLHADO MK6502 JS MULLER    ;CALCADOS                 ;MULE                     ;AMEIXA                                  
41993;;;;;6;0;0;1;1;4;0;0;0;0;MULE VERNIZ MOLHADO MK6502 JS MULLER    ;CALCADOS                 ;MULE                     ;CINZA DESERTO                           
42013;;;;;12;0;0;0;3;3;4;2;0;0;PAPETE CAMURCA 6702902 DAMMA            ;CALCADOS                 ;PAPETE                   ;PRETA                                   
42013;;;;;2;0;0;0;0;0;1;1;0;0;PAPETE CAMURCA 6702902 DAMMA            ;CALCADOS                 ;PAPETE                   ;FENDI                                   
42021;;;;;2;0;0;0;0;0;0;1;1;0;TAMANCO VERNIZ MOLHADO 783001 DOLCCINI  ;CALCADOS                 ;TAMANCO                  ;VERMELHO                                
42029;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLY 462 FEGALLY     ;BOLSAS                   ;BOLSA COURO M            ;PRETA                                   
42029;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLY 462 FEGALLY     ;BOLSAS                   ;BOLSA COURO M            ;CAMEL                                   
42029;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLY 462 FEGALLY     ;BOLSAS                   ;BOLSA COURO M            ;FENDI                                   
42031;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT P NAPA TRESSE SDP517 SEMAX   ;BOLSAS                   ;BOLSA SINT P             ;PRETA                                   
42040;;;;;3;3;0;0;0;0;0;0;0;0;BOLSA COURO P COURO VENEZA M447 LORENA  ;BOLSAS                   ;BOLSA COURO P            ;PRETA                                   
42040;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA COURO P COURO VENEZA M447 LORENA  ;BOLSAS                   ;BOLSA COURO P            ;CAPUCCINO                               
42043;;;;;4;1;0;2;0;1;0;0;0;0;CINTO COURO SNP00039 LORENA             ;ACESSORIOS               ;CINTO                    ;PRETA                                   
42043;;;;;4;1;0;2;0;1;0;0;0;0;CINTO COURO SNP00039 LORENA             ;ACESSORIOS               ;CINTO                    ;SELA                                    
42044;;;;;2;0;0;1;0;1;0;0;0;0;CINTO COURO SNP000038 LORENA            ;ACESSORIOS               ;CINTO                    ;PRETA                                   
42047;;;;;1;0;0;0;1;0;0;0;0;0;CINTO COURO SNP00034 LORENA             ;ACESSORIOS               ;CINTO                    ;PRETA                                   
42047;;;;;1;0;0;0;0;1;0;0;0;0;CINTO COURO SNP00034 LORENA             ;ACESSORIOS               ;CINTO                    ;FENDI                                   
42050;;;;;3;0;0;1;1;0;0;1;0;0;SANDALIA BAIXA NAPA RUSTICA 3172907 DAMA;CALCADOS                 ;SANDALIA BAIXA           ;PRETA                                   
42050;;;;;2;0;0;0;1;1;0;0;0;0;SANDALIA BAIXA NAPA RUSTICA 3172907 DAMA;CALCADOS                 ;SANDALIA BAIXA           ;SELA                                    
42062;;;;;1;0;0;0;0;0;0;1;0;0;SCARPIN NAPA MADRID 491002 DOLCCINI     ;CALCADOS                 ;SCARPIN                  ;PRETA                                   
42062;;;;;3;0;0;0;0;0;0;2;1;0;SCARPIN NAPA MADRID 491002 DOLCCINI     ;CALCADOS                 ;SCARPIN                  ;SELA                                    
42062;;;;;1;0;0;0;0;0;0;0;1;0;SCARPIN NAPA MADRID 491002 DOLCCINI     ;CALCADOS                 ;SCARPIN                  ;AMEIXA                                  
42080;;;;;1;0;0;0;0;0;0;0;1;0;RASTEIRA TRASEIRO CAMURCA 2100225 VIA FA;CALCADOS                 ;RASTEIRA TRASEIRO        ;BISCUIT                                 
42083;;;;;4;0;0;1;0;0;0;1;1;1;RASTEIRA CHINELO TRAMADO NAPA SP598 RHP ;CALCADOS                 ;RASTEIRA CHINELO         ;CAMEL                                   
42083;;;;;7;0;0;2;0;1;0;1;1;2;RASTEIRA CHINELO TRAMADO NAPA SP598 RHP ;CALCADOS                 ;RASTEIRA CHINELO         ;MANTEIGA                                
42084;;;;;1;0;0;0;0;1;0;0;0;0;RASTEIRA TRASEIRO NAPA SP371 RHP        ;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
42084;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA TRASEIRO NAPA SP371 RHP        ;CALCADOS                 ;RASTEIRA TRASEIRO        ;TERRACOTA                               
42086;;;;;7;0;0;1;1;1;0;2;1;1;RASTEIRA TRASEIRO VANESSA SP5999 RHP    ;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
42086;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA TRASEIRO VANESSA SP5999 RHP    ;CALCADOS                 ;RASTEIRA TRASEIRO        ;MARROM                                  
42086;;;;;4;0;0;0;0;1;2;1;0;0;RASTEIRA TRASEIRO VANESSA SP5999 RHP    ;CALCADOS                 ;RASTEIRA TRASEIRO        ;ROSA QUARTZ                             
42086;;;;;3;0;0;0;0;0;0;0;1;2;RASTEIRA TRASEIRO VANESSA SP5999 RHP    ;CALCADOS                 ;RASTEIRA TRASEIRO        ;COTTON                                  
42088;;;;;7;0;0;1;1;2;0;2;1;0;RASTEIRA TRASEIRO NAPA NARA779 NARA MART;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
42088;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA TRASEIRO NAPA NARA779 NARA MART;CALCADOS                 ;RASTEIRA TRASEIRO        ;MARROM                                  
42088;;;;;11;0;0;2;2;2;1;2;1;1;RASTEIRA TRASEIRO NAPA NARA779 NARA MART;CALCADOS                 ;RASTEIRA TRASEIRO        ;TERRACOTA                               
42088;;;;;12;0;0;1;2;4;2;1;1;1;RASTEIRA TRASEIRO NAPA NARA779 NARA MART;CALCADOS                 ;RASTEIRA TRASEIRO        ;AZUL CEU                                
42088;;;;;3;0;0;0;0;1;0;1;0;1;RASTEIRA TRASEIRO NAPA NARA779 NARA MART;CALCADOS                 ;RASTEIRA TRASEIRO        ;COTTON                                  
42088;;;;;4;0;0;0;0;0;2;0;0;2;RASTEIRA TRASEIRO NAPA NARA779 NARA MART;CALCADOS                 ;RASTEIRA TRASEIRO        ;COGUMELO                                
