PRODUTO;Coleção;Preço;Corredor;Prateleira;QTDE_CONTAGEM;U;33;34;35;36;37;38;39;40;DESC_PRODUTO;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;DESC_COR_PRODUTO
40388;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA FLOATER CA2490 YEGGUS          ;ACESSORIOS               ;CARTEIRA                 ;VERDE BROTO                             
40389;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA FLOATER CA2432 YEGGUS          ;ACESSORIOS               ;CARTEIRA                 ;COTTON                                  
40391;;;;;4;4;0;0;0;0;0;0;0;0;CARTEIRA NAPA RAFIA CA2492 YEGGUS       ;ACESSORIOS               ;CARTEIRA                 ;CORAL NATURAL                           
40392;;;;;3;3;0;0;0;0;0;0;0;0;CARTEIRA NAPA RAFIA CA2496 YEGGUS       ;ACESSORIOS               ;CARTEIRA                 ;MILK NATURAL                            
40396;;;;;4;4;0;0;0;0;0;0;0;0;PALMILHA PROTETORES E OUTROS ALGODAO 763;ACESSORIOS               ;ACESSORIOS OUTROS        ;BEGE                                    
40435;;;;;2;0;0;0;0;0;2;0;0;0;SANDALIA MEIA PATA NAPA 7117588 BEBECE  ;CALCADOS                 ;SANDALIA MEIA PATA       ;PRETA                                   
40435;;;;;1;0;0;0;0;0;0;1;0;0;SANDALIA MEIA PATA NAPA 7117588 BEBECE  ;CALCADOS                 ;SANDALIA MEIA PATA       ;BRANCA                                  
40435;;;;;1;0;0;0;0;0;0;1;0;0;SANDALIA MEIA PATA NAPA 7117588 BEBECE  ;CALCADOS                 ;SANDALIA MEIA PATA       ;COTTON                                  
40438;;;;;19;2;0;0;3;4;5;2;3;0;RASTEIRA TRASEIRO NAPA DESTROVED 7991351;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
40438;;;;;1;0;0;0;0;0;0;0;1;0;RASTEIRA TRASEIRO NAPA DESTROVED 7991351;CALCADOS                 ;RASTEIRA TRASEIRO        ;CAMEL                                   
40439;;;;;2;0;0;0;0;0;0;0;2;0;RASTEIRA TRASEIRO METALIZADO 7991351 PAR;CALCADOS                 ;RASTEIRA TRASEIRO        ;BRONZE                                  
40439;;;;;4;0;0;0;0;1;2;1;0;0;RASTEIRA TRASEIRO METALIZADO 7991351 PAR;CALCADOS                 ;RASTEIRA TRASEIRO        ;CHAMPAGNE                               
40439;;;;;10;1;0;0;2;4;1;2;0;0;RASTEIRA TRASEIRO METALIZADO 7991351 PAR;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRATEADO                                
40444;;;;;2;0;0;1;0;0;1;0;0;0;RASTEIRA CHINELO TRESSE MK5305 D MATTHES;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
40444;;;;;3;1;0;1;0;0;0;0;1;0;RASTEIRA CHINELO TRESSE MK5305 D MATTHES;CALCADOS                 ;RASTEIRA CHINELO         ;CASCA                                   
40444;;;;;2;0;0;1;0;0;0;1;0;0;RASTEIRA CHINELO TRESSE MK5305 D MATTHES;CALCADOS                 ;RASTEIRA CHINELO         ;MILK                                    
40444;;;;;1;1;0;0;0;0;0;0;0;0;RASTEIRA CHINELO TRESSE MK5305 D MATTHES;CALCADOS                 ;RASTEIRA CHINELO         ;CHAMPAGNE                               
40456;;;;;2;0;0;1;0;0;1;0;0;0;PAPETE NAPA 6052679 DAMMA               ;CALCADOS                 ;PAPETE                   ;CASCA                                   
40477;;;;;1;0;0;0;0;0;1;0;0;0;TAMANCO NAPA 1372006 W DESIGNER         ;CALCADOS                 ;TAMANCO                  ;PRETA                                   
40487;;;;;4;0;0;2;0;1;1;0;0;0;SCARPIN LADY NAPA VERNIZ 3837572 BEBECE ;CALCADOS                 ;SCARPIN                  ;PRETA                                   
40487;;;;;2;0;0;1;0;1;0;0;0;0;SCARPIN LADY NAPA VERNIZ 3837572 BEBECE ;CALCADOS                 ;SCARPIN                  ;MILK PRETO                              
40525;;;;;1;0;0;0;0;1;0;0;0;0;ANABELA NAPA ELASTICO 4893656 BEBECE    ;CALCADOS                 ;ANABELA                  ;BISCUIT                                 
40530;;;;;8;0;0;0;1;2;2;1;1;1;SCARPIN PEROLA NAPA 3628087 BEBECE      ;CALCADOS                 ;SCARPIN                  ;SELA                                    
40538;;;;;1;0;0;0;0;1;0;0;0;0;TAMANCO COURO VEGETAL ECO 195214432 KARY;CALCADOS                 ;TAMANCO                  ;PRETA                                   
40538;;;;;3;0;0;0;2;1;0;0;0;0;TAMANCO COURO VEGETAL ECO 195214432 KARY;CALCADOS                 ;TAMANCO                  ;FENDI                                   
40538;;;;;4;0;0;1;1;2;0;0;0;0;TAMANCO COURO VEGETAL ECO 195214432 KARY;CALCADOS                 ;TAMANCO                  ;SELA                                    
40542;;;;;1;0;0;0;0;0;0;1;0;0;RASTEIRA CHINELO COURO ATANADO 1439201 W;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
40556;;;;;1;0;0;0;1;0;0;0;0;0;RASTEIRA CHINELO CAMURCA RQRI309 QUASA  ;CALCADOS                 ;RASTEIRA CHINELO         ;ROSE                                    
40605;;;;;12;1;0;2;2;4;2;0;1;0;RASTEIRA CHINELO METALIZADO GF1518S EMP ;CALCADOS                 ;RASTEIRA CHINELO         ;BRONZE                                  
40605;;;;;14;1;0;1;3;6;1;1;1;0;RASTEIRA CHINELO METALIZADO GF1518S EMP ;CALCADOS                 ;RASTEIRA CHINELO         ;PEWTER                                  
40605;;;;;1;0;0;0;1;0;0;0;0;0;RASTEIRA CHINELO METALIZADO GF1518S EMP ;CALCADOS                 ;RASTEIRA CHINELO         ;CHAMPAGNE                               
40615;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA SINT P NAPA SOFT SDP 389 SEMAX    ;BOLSAS                   ;BOLSA SINT P             ;COTTON                                  
40649;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT G FLOATER SELVAGEM SDP402 SEM;BOLSAS                   ;BOLSA SINT G             ;PRETA                                   
40668;;;;;7;7;0;0;0;0;0;0;0;0;PORTA NIQUEL TRESSE NAPA PN2515 YEGGUS  ;ACESSORIOS               ;PORTA NIQUEL             ;PRETA                                   
40668;;;;;2;2;0;0;0;0;0;0;0;0;PORTA NIQUEL TRESSE NAPA PN2515 YEGGUS  ;ACESSORIOS               ;PORTA NIQUEL             ;BORDO                                   
40668;;;;;5;5;0;0;0;0;0;0;0;0;PORTA NIQUEL TRESSE NAPA PN2515 YEGGUS  ;ACESSORIOS               ;PORTA NIQUEL             ;FENDI                                   
40669;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA VERNIZ CA2401 YEGGUS           ;ACESSORIOS               ;CARTEIRA                 ;ROSADO                                  
40671;;;;;9;9;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA CA2504P YEGGUS     ;ACESSORIOS               ;CARTEIRA                 ;PRETA                                   
40671;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA CA2504P YEGGUS     ;ACESSORIOS               ;CARTEIRA                 ;CAMEL                                   
40671;;;;;9;9;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA CA2504P YEGGUS     ;ACESSORIOS               ;CARTEIRA                 ;FENDI                                   
40671;;;;;3;3;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA CA2504P YEGGUS     ;ACESSORIOS               ;CARTEIRA                 ;EXPRESSO                                
40672;;;;;7;7;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA CA2505G YEGGUS     ;ACESSORIOS               ;CARTEIRA                 ;PRETA                                   
40672;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA CA2505G YEGGUS     ;ACESSORIOS               ;CARTEIRA                 ;BORDO                                   
40672;;;;;6;6;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA CA2505G YEGGUS     ;ACESSORIOS               ;CARTEIRA                 ;FENDI                                   
40673;;;;;1;0;0;0;0;0;0;1;0;0;SCARPIN NAPA 4618332 BEBECE             ;CALCADOS                 ;SCARPIN                  ;PRETA                                   
40716;;;;;1;0;0;0;1;0;0;0;0;0;RASTEIRA CHINELO METALIZADO MK5305 D MAT;CALCADOS                 ;RASTEIRA CHINELO         ;BRONZE                                  
40716;;;;;1;1;0;0;0;0;0;0;0;0;RASTEIRA CHINELO METALIZADO MK5305 D MAT;CALCADOS                 ;RASTEIRA CHINELO         ;CHAMPAGNE                               
40944;;;;;1;0;0;1;0;0;0;0;0;0;SANDALIA BAIXA COURO 200613963 KARYBY   ;CALCADOS                 ;SANDALIA BAIXA           ;PINHAO                                  
40995;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA SINT G FLOATER SDP421 SEMAX       ;BOLSAS                   ;BOLSA SINT G             ;PRETA                                   
40995;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT G FLOATER SDP421 SEMAX       ;BOLSAS                   ;BOLSA SINT G             ;CAMEL                                   
40995;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT G FLOATER SDP421 SEMAX       ;BOLSAS                   ;BOLSA SINT G             ;MILK                                    
41014;;;;;1;1;0;0;0;0;0;0;0;0;RASTEIRA CHINELO CORDA STRASS FE3100 RHP;CALCADOS                 ;RASTEIRA CHINELO         ;PRATEADO                                
41026;;;;;1;0;0;0;1;0;0;0;0;0;MULE RAFIA NAPA MK5740 FIORELLA         ;CALCADOS                 ;MULE                     ;NATURAL SELA                            
41026;;;;;3;1;0;0;2;0;0;0;0;0;MULE RAFIA NAPA MK5740 FIORELLA         ;CALCADOS                 ;MULE                     ;NATURAL MILK                            
41095;;;;;1;0;0;0;0;0;0;0;1;0;RASTEIRA CHINELO NAPA STRASS RR2409 QUAS;CALCADOS                 ;RASTEIRA CHINELO         ;PRETO ONIX                              
41121;;;;;5;0;0;1;1;0;2;0;1;0;TAMANCO COURO 197714754 KARYBY          ;CALCADOS                 ;TAMANCO                  ;PRETA                                   
41122;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA PC2428 YEGGUS      ;ACESSORIOS               ;CARTEIRA                 ;PRETA                                   
41122;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA TRESSE NAPA PC2428 YEGGUS      ;ACESSORIOS               ;CARTEIRA                 ;EXPRESSO                                
41123;;;;;4;4;0;0;0;0;0;0;0;0;CARTEIRA FLOATER CA2414 YEGGUS          ;ACESSORIOS               ;CARTEIRA                 ;PRETA                                   
41123;;;;;2;2;0;0;0;0;0;0;0;0;CARTEIRA FLOATER CA2414 YEGGUS          ;ACESSORIOS               ;CARTEIRA                 ;CORAL                                   
41123;;;;;1;1;0;0;0;0;0;0;0;0;CARTEIRA FLOATER CA2414 YEGGUS          ;ACESSORIOS               ;CARTEIRA                 ;VERDE BROTO                             
41132;;;;;1;0;0;0;0;1;0;0;0;0;PAPETE EMMA CAMURCA STRASS 2121604 PARAB;CALCADOS                 ;PAPETE                   ;BISCUIT                                 
41145;;;;;2;0;0;0;0;1;0;1;0;0;SANDALIA BAIXA NAPA 5218408 BEBECE      ;CALCADOS                 ;SANDALIA BAIXA           ;CASCA                                   
41145;;;;;4;0;0;1;1;2;0;0;0;0;SANDALIA BAIXA NAPA 5218408 BEBECE      ;CALCADOS                 ;SANDALIA BAIXA           ;MILK                                    
41146;;;;;1;0;0;0;0;0;1;0;0;0;SANDALIA ALTA NAPA STRASS 644022 DOLCCIN;CALCADOS                 ;SANDALIA ALTA            ;CAMEL DOURADO                           
41152;;;;;3;0;0;0;0;0;1;2;0;0;SANDALIA ALTA TRANCA COURO 190314742 KAR;CALCADOS                 ;SANDALIA ALTA            ;PRETA                                   
41164;;;;;1;0;0;0;0;0;1;0;0;0;TAMANCO NAPA 6282750 DAMMA              ;CALCADOS                 ;TAMANCO                  ;PRETA                                   
41174;;;;;1;0;0;0;0;0;1;0;0;0;SANDALIA MEDIA COURO ATANADO 1411009 WW ;CALCADOS                 ;SANDALIA MEDIA           ;MANTEIGA                                
41175;;;;;1;0;0;0;0;1;0;0;0;0;RASTEIRA TRASEIRO COURO ATANADO 1128824 ;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRETA                                   
41176;;;;;1;0;0;0;0;0;1;0;0;0;PLATAFORMA COURO ATANADO 1519001 WW DESI;CALCADOS                 ;PLATAFORMA               ;PRETA                                   
41176;;;;;1;0;0;0;0;1;0;0;0;0;PLATAFORMA COURO ATANADO 1519001 WW DESI;CALCADOS                 ;PLATAFORMA               ;CAMEL                                   
41179;;;;;2;0;0;0;0;1;1;0;0;0;TENIS ISLA NAPA CAMURCA METALIZADO 3065S;CALCADOS                 ;TENIS                    ;BRANCO CINZA PRETO DOURAD               
41181;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLY 407 CAROLA MIMI ;BOLSAS                   ;BOLSA COURO M            ;PRETA                                   
41181;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLY 407 CAROLA MIMI ;BOLSAS                   ;BOLSA COURO M            ;CAMEL                                   
41183;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO P COURO BULGARI 408 CAROLA M;BOLSAS                   ;BOLSA COURO P            ;FENDI                                   
41187;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA CHINELO EVELYN MK5840 D MATTHES;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41190;;;;;7;4;0;2;0;1;0;0;0;0;CHINELO PVC STRASS SDP202 MISS LOVE     ;CALCADOS                 ;CHINELO                  ;PRETA                                   
41190;;;;;4;2;0;1;1;0;0;0;0;0;CHINELO PVC STRASS SDP202 MISS LOVE     ;CALCADOS                 ;CHINELO                  ;PEWTER                                  
41193;;;;;2;1;0;1;0;0;0;0;0;0;CINTO TRESSE CT2430 YEGGUS              ;ACESSORIOS               ;CINTO                    ;PRETA                                   
41195;;;;;1;0;0;0;0;0;0;1;0;0;RASTEIRA FLORA TRASEIRO NAPA NAPA RAFIA ;CALCADOS                 ;RASTEIRA TRASEIRO        ;CASCA                                   
41199;;;;;4;4;0;0;0;0;0;0;0;0;BOLSA SINT G FLOATER NAPA SDP450 SEMAX  ;BOLSAS                   ;BOLSA SINT G             ;BISCUIT                                 
41206;;;;;1;0;0;0;1;0;0;0;0;0;SANDALIA BAIXA NEOPRENE COURO 7444009 CA;CALCADOS                 ;SANDALIA BAIXA           ;PRETA                                   
41211;;;;;2;0;0;0;1;0;0;1;0;0;SCARPIN VERNIZ 7038552 BEBECE           ;CALCADOS                 ;SCARPIN                  ;ROSADO                                  
41213;;;;;5;0;0;0;1;1;0;3;0;0;SANDALIA ALTA VERNIZ 7569627 BEBECE     ;CALCADOS                 ;SANDALIA ALTA            ;PRETA                                   
41223;;;;;1;0;0;0;0;1;0;0;0;0;RASTEIRA TRASEIRO ESPELHADO 8019 CRYSTAL;CALCADOS                 ;RASTEIRA TRASEIRO        ;PEWTER                                  
41231;;;;;10;2;0;3;3;2;0;0;0;0;CINTO COURO 908 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;PRETA                                   
41231;;;;;6;2;0;1;2;1;0;0;0;0;CINTO COURO 908 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;CHAMPAGNE                               
41231;;;;;8;2;0;3;2;1;0;0;0;0;CINTO COURO 908 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;BISCUIT                                 
41234;;;;;1;0;0;0;0;0;0;0;1;0;RASTEIRA CHINELO TRANCA MK5899 D MATTHES;CALCADOS                 ;RASTEIRA CHINELO         ;CAMEL EXPRESSO BRONZE                   
41235;;;;;1;0;0;1;0;0;0;0;0;0;RASTEIRA MARGARIDA TRANCA RAFIA NAPA MK6;CALCADOS                 ;RASTEIRA CHINELO         ;NATURAL CAMEL                           
41240;;;;;1;0;0;1;0;0;0;0;0;0;RASTEIRA TRASEIRO NAPA 6372811 DAMMA    ;CALCADOS                 ;RASTEIRA TRASEIRO        ;CAMEL                                   
41242;;;;;2;0;0;0;0;1;0;1;0;0;SANDALIA ALTA NAPA 6012811 DAMMA        ;CALCADOS                 ;SANDALIA ALTA            ;MILK                                    
41243;;;;;1;0;0;0;0;0;0;0;1;0;SANDALIA ALTA METALIZADO 6012811 DAMMA  ;CALCADOS                 ;SANDALIA ALTA            ;PRATEADO                                
41258;;;;;2;0;0;1;0;0;0;1;0;0;RASTEIRA TRASEIRO NAPA MANTA STRASS RR24;CALCADOS                 ;RASTEIRA TRASEIRO        ;CASCA DOURADO                           
41262;;;;;1;0;0;0;0;0;0;1;0;0;TENIS NAPA CAMURCAO 8355V2515772 SUA CIA;CALCADOS                 ;TENIS                    ;MILK BRANCO                             
41286;;;;;1;0;0;0;1;0;0;0;0;0;PAPETE CAMURCA STRASS ZE2144S EMP       ;CALCADOS                 ;PAPETE                   ;DOURADO                                 
41299;;;;;1;0;0;0;1;0;0;0;0;0;RASTEIRA TRASEIRO NAPA CAMURCA STRASS SP;CALCADOS                 ;RASTEIRA TRASEIRO        ;CAPUCCINO DOURADO                       
41320;;;;;1;0;0;0;0;0;0;1;0;0;SANDALIA MEDIA NAPA 212614774 KARYBY    ;CALCADOS                 ;SANDALIA MEDIA           ;PRETA                                   
41329;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA LIA METALIZADO TEXTURIZADO NARA;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41329;;;;;1;0;0;0;0;0;1;0;0;0;RASTEIRA LIA METALIZADO TEXTURIZADO NARA;CALCADOS                 ;RASTEIRA CHINELO         ;CHAMPAGNE                               
41330;;;;;3;2;0;0;0;1;0;0;0;0;RASTEIRA TRASEIRO PVC SD2003 MISS LOVE  ;CALCADOS                 ;RASTEIRA TRASEIRO        ;BRONZE                                  
41349;;;;;1;0;0;1;0;0;0;0;0;0;TAMANCO LARA NAPA 1437021 WW DESIGNER   ;CALCADOS                 ;TAMANCO                  ;PRETA                                   
41349;;;;;1;0;0;0;0;1;0;0;0;0;TAMANCO LARA NAPA 1437021 WW DESIGNER   ;CALCADOS                 ;TAMANCO                  ;COTTON                                  
41370;;;;;1;0;0;0;0;0;1;0;0;0;TAMANCO ESPELHADO 190415046 KARYBY      ;CALCADOS                 ;TAMANCO                  ;PEWTER                                  
41379;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA LELE METALIZADO MK6126 D MATTHE;CALCADOS                 ;RASTEIRA TRASEIRO        ;BRONZE                                  
41394;;;;;1;0;0;0;0;0;0;0;1;0;SANDALIA MEDIA NAPA 4496319 DANDARA PISA;CALCADOS                 ;SANDALIA MEDIA           ;VERDE BROTO                             
41399;;;;;6;0;0;1;4;1;0;0;0;0;RASTEIRA CHINELO NAPA MK5931 D MATTHES  ;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41399;;;;;1;0;0;0;0;1;0;0;0;0;RASTEIRA CHINELO NAPA MK5931 D MATTHES  ;CALCADOS                 ;RASTEIRA CHINELO         ;COTTON                                  
41402;;;;;5;0;0;0;3;0;0;2;0;0;RASTEIRA CHINELO NAPA DESTROYED 7991889 ;CALCADOS                 ;RASTEIRA CHINELO         ;PRETA                                   
41402;;;;;1;0;0;1;0;0;0;0;0;0;RASTEIRA CHINELO NAPA DESTROYED 7991889 ;CALCADOS                 ;RASTEIRA CHINELO         ;CAMEL                                   
41403;;;;;2;0;0;1;0;0;0;1;0;0;RASTEIRA CHINELO METALIZADO 7991889 PARA;CALCADOS                 ;RASTEIRA CHINELO         ;BRONZE                                  
41403;;;;;3;0;0;2;0;0;0;1;0;0;RASTEIRA CHINELO METALIZADO 7991889 PARA;CALCADOS                 ;RASTEIRA CHINELO         ;PRATEADO                                
41404;;;;;3;0;0;1;0;0;0;0;1;1;RASTEIRA CHINELO NAPA 7991889 PARABELLA ;CALCADOS                 ;RASTEIRA CHINELO         ;MILK                                    
41418;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA SINT P NAPA SDP480 SEMAX          ;BOLSAS                   ;BOLSA SINT P             ;PRATEADO                                
41428;;;;;2;1;0;1;0;0;0;0;0;0;CHINELO PVC CH2102 MISS LOVE            ;CALCADOS                 ;CHINELO                  ;BRONZE                                  
41436;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO P COURO FLY 420 MIMI BIJOUX ;BOLSAS                   ;BOLSA COURO P            ;CORAL                                   
41437;;;;;2;2;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLOATER 421 FEGALLY ;BOLSAS                   ;BOLSA COURO M            ;FENDI                                   
41441;;;;;3;0;0;3;0;0;0;0;0;0;ACESSORIOS OUTROS ALGODAO 7616 PALTERM  ;ACESSORIOS               ;ACESSORIOS OUTROS        ;PRETA                                   
41445;;;;;2;0;0;0;0;0;0;1;0;1;RASTEIRA CHINELO CORDA STRASS SP2487 RHP;CALCADOS                 ;RASTEIRA CHINELO         ;NATURAL CRISTAL                         
41460;;;;;1;0;0;0;0;0;0;0;1;0;SANDALIA BAIXA NOBUCK 2503 607 VIA FASHI;CALCADOS                 ;SANDALIA BAIXA           ;PRETA                                   
41462;;;;;1;0;0;0;1;0;0;0;0;0;ANABELA NOBUCK 23032330 VIA FASHION     ;CALCADOS                 ;ANABELA                  ;CORAL                                   
41484;;;;;3;0;0;0;0;0;2;1;0;0;PAPETE METALIZADO 8721710 PARABELLA     ;CALCADOS                 ;PAPETE                   ;DOURADO                                 
41485;;;;;6;0;0;0;2;1;1;1;0;1;PAPETE NAPA 8721710 PARABELLA           ;CALCADOS                 ;PAPETE                   ;CASCA                                   
41519;;;;;2;0;0;2;0;0;0;0;0;0;PLATAFORMA TRAMADO TECIDO MK4282 JS MULL;CALCADOS                 ;PLATAFORMA               ;CAMEL                                   
41522;;;;;2;0;0;0;0;0;0;1;1;0;ANABELA TRAMADO RAFIA NAPA LINHO MK6197 ;CALCADOS                 ;ANABELA                  ;NATURAL MILK                            
41522;;;;;4;0;0;1;0;1;1;1;0;0;ANABELA TRAMADO RAFIA NAPA LINHO MK6197 ;CALCADOS                 ;ANABELA                  ;NATURAL CHAMPAGNE                       
41549;;;;;4;2;0;0;0;2;0;0;0;0;CHINELO PVC CH3039 RHP                  ;CALCADOS                 ;CHINELO                  ;CHAMPAGNE                               
41549;;;;;2;1;0;0;0;1;0;0;0;0;CHINELO PVC CH3039 RHP                  ;CALCADOS                 ;CHINELO                  ;COTTON                                  
41550;;;;;22;5;0;10;2;5;0;0;0;0;CHINELO PVC STRASS CH3041 RHP           ;CALCADOS                 ;CHINELO                  ;PRETA                                   
41550;;;;;3;1;0;0;0;2;0;0;0;0;CHINELO PVC STRASS CH3041 RHP           ;CALCADOS                 ;CHINELO                  ;CAMEL                                   
41550;;;;;1;0;0;1;0;0;0;0;0;0;CHINELO PVC STRASS CH3041 RHP           ;CALCADOS                 ;CHINELO                  ;CHAMPAGNE                               
41551;;;;;2;1;0;0;1;0;0;0;0;0;CHINELO PVC STRASS CH3042 RHP           ;CALCADOS                 ;CHINELO                  ;PEWTER                                  
41560;;;;;5;0;0;1;1;1;1;1;0;0;SANDALIA MEDIA COURO ATANADO 1411021 W D;CALCADOS                 ;SANDALIA MEDIA           ;PRETA                                   
41560;;;;;8;0;0;1;0;4;2;1;0;0;SANDALIA MEDIA COURO ATANADO 1411021 W D;CALCADOS                 ;SANDALIA MEDIA           ;CAMEL                                   
41560;;;;;2;0;0;0;1;0;0;1;0;0;SANDALIA MEDIA COURO ATANADO 1411021 W D;CALCADOS                 ;SANDALIA MEDIA           ;CORAL                                   
41560;;;;;6;0;0;1;0;1;3;0;0;1;SANDALIA MEDIA COURO ATANADO 1411021 W D;CALCADOS                 ;SANDALIA MEDIA           ;FENDI                                   
41561;;;;;3;0;0;0;0;0;0;0;3;0;PLATAFORMA TRANCA NAPA 1440003 W DESIGNE;CALCADOS                 ;PLATAFORMA               ;MILK                                    
41562;;;;;3;0;0;0;0;0;0;2;1;0;PLATAFORMA TRANCA METALIZADO 1440003 W D;CALCADOS                 ;PLATAFORMA               ;CHAMPAGNE                               
41576;;;;;2;0;0;0;0;0;0;0;2;0;RASTEIRA CHINELO TRAMADO NAPA MK5894 D M;CALCADOS                 ;RASTEIRA CHINELO         ;NATURAL MILK                            
41577;;;;;1;0;0;0;0;1;0;0;0;0;RASTEIRA CHINELO TRAMADO METALIZADO MK58;CALCADOS                 ;RASTEIRA CHINELO         ;NATURAL CHAMPAGNE                       
41590;;;;;3;0;0;1;0;0;2;0;0;0;PAPETE TRESSE NAPA 2801697 PARABELLA    ;CALCADOS                 ;PAPETE                   ;CASCA                                   
41591;;;;;2;0;0;0;1;0;0;1;0;0;PAPETE TRESSE METALIZADO 2801697 PARABEL;CALCADOS                 ;PAPETE                   ;CHAMPAGNE                               
41592;;;;;1;0;0;0;0;1;0;0;0;0;CINTO PU 2580212 COURO MANIA            ;ACESSORIOS               ;CINTO                    ;PRETA                                   
41595;;;;;1;0;0;0;0;1;0;0;0;0;CINTO PU 1580200 COURO MANIA            ;ACESSORIOS               ;CINTO                    ;CAMEL                                   
41600;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA ABRACE COURO ESTAMPADO 21681530;CALCADOS                 ;RASTEIRA TRASEIRO        ;CAMEL                                   
41604;;;;;3;3;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLOATER M389 LORENA ;BOLSAS                   ;BOLSA COURO M            ;PRETA                                   
41606;;;;;1;1;0;0;0;0;0;0;0;0;BOLSA COURO M COURO FLOATER RAFIA M388 L;BOLSAS                   ;BOLSA COURO M            ;COTTON NATURAL                          
41610;;;;;3;1;0;0;2;0;0;0;0;0;CINTO COURO 921 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;CAMEL                                   
41610;;;;;6;1;0;2;2;1;0;0;0;0;CINTO COURO 921 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;CORAL                                   
41610;;;;;2;1;0;0;1;0;0;0;0;0;CINTO COURO 921 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;MILK                                    
41611;;;;;7;2;0;3;1;1;0;0;0;0;CINTO COURO 933 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;PRETA                                   
41611;;;;;8;2;0;3;2;1;0;0;0;0;CINTO COURO 933 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;CAMEL                                   
41613;;;;;7;1;0;3;2;1;0;0;0;0;CINTO COURO 930 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;FENDI                                   
41614;;;;;9;1;0;3;3;2;0;0;0;0;CINTO COURO 927 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;PRETA                                   
41614;;;;;10;2;0;3;3;2;0;0;0;0;CINTO COURO 927 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;CAMEL                                   
41614;;;;;4;1;0;2;1;0;0;0;0;0;CINTO COURO 927 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;COTTON                                  
41615;;;;;9;1;0;3;3;2;0;0;0;0;CINTO COURO 928 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;PRETA                                   
41615;;;;;9;1;0;3;3;2;0;0;0;0;CINTO COURO 928 PORTO GIOIA             ;ACESSORIOS               ;CINTO                    ;CAMEL                                   
41617;;;;;1;0;0;0;0;0;0;1;0;0;RASTEIRA PAOLA STRASS METALIZADO SP311 R;CALCADOS                 ;RASTEIRA TRASEIRO        ;PRATEADO                                
41622;;;;;1;0;0;0;0;0;0;0;0;1;RASTEIRA TRASEIRO NAPA DESTROYED MK6259 ;CALCADOS                 ;RASTEIRA TRASEIRO        ;CAMEL                                   
41623;;;;;1;0;0;0;0;1;0;0;0;0;RASTEIRA TRASEIRO METALIZADO MK6259 FIOR;CALCADOS                 ;RASTEIRA TRASEIRO        ;BRONZE                                  
